選手,年度,球団,試合,打率,安打,本塁打,打点,盗塁,出塁率,長打率,OPS,打席数
アンドリース,2022,巨人,5,0,0,0,0,0,0,0,0,3
赤星 優志,2022,巨人,31,0.056,1,0,0,0,0.056,0.056,0.112,19
石川 慎吾,2022,巨人,22,0.276,8,0,2,0,0.344,0.379,0.723,32
井納 翔一,2022,巨人,7,0,0,0,0,0,0,0,0,0
井上 温大,2022,巨人,7,0.4,2,0,0,0,0.4,0.4,0.8,7
今村 信貴,2022,巨人,55,0,0,0,0,0,0,0,0,1
ウィーラー,2022,巨人,30,0.196,11,2,5,0,0.297,0.339,0.636,64
ウォーカー,2022,巨人,124,0.271,110,23,52,5,0.306,0.515,0.821,428
大江 竜聖,2022,巨人,3,0,0,0,0,0,0,0,0,0
大城 卓三,2022,巨人,115,0.266,92,13,43,1,0.339,0.416,0.755,393
岡田 悠希,2022,巨人,33,0.095,2,0,0,0,0.136,0.095,0.231,22
岡本 和真,2022,巨人,140,0.252,131,30,82,1,0.336,0.469,0.805,589
鍵谷 陽平,2022,巨人,21,0,0,0,0,0,0,0,0,1
香月 一也,2022,巨人,15,0.2,7,0,2,0,0.243,0.257,0.5,37
菊地 大稀,2022,巨人,16,0,0,0,0,0,0,0,0,0
岸田 行倫,2022,巨人,25,0.257,9,0,1,0,0.316,0.257,0.573,38
喜多 隆介,2022,巨人,14,0.111,1,0,2,0,0.111,0.111,0.222,9
北村 拓己,2022,巨人,33,0.173,9,0,1,0,0.204,0.231,0.435,55
クロール,2022,巨人,21,0,0,0,0,0,0,0,0,0
鍬原 拓也,2022,巨人,49,0,0,0,0,0,0,0,0,2
小林 誠司,2022,巨人,60,0.148,13,0,5,0,0.157,0.205,0.362,91
坂本 勇人,2022,巨人,83,0.286,87,5,33,2,0.378,0.382,0.76,352
桜井 俊貴,2022,巨人,8,0,0,0,0,0,0,0,0,0
シューメーカー,2022,巨人,18,0.074,2,0,1,0,0.074,0.074,0.148,28
重信 慎之介,2022,巨人,77,0.216,24,0,9,7,0.275,0.243,0.518,128
菅野 智之,2022,巨人,23,0.047,2,0,1,0,0.068,0.047,0.115,51
大勢,2022,巨人,57,0,0,0,0,0,0,0,0,0
高木 京介,2022,巨人,17,0,0,0,0,0,0,0,0,0
高梨 雄平,2022,巨人,59,0,0,0,0,0,0,0,0,1
髙橋 優貴,2022,巨人,10,0.167,1,0,0,0,0.167,0.167,0.334,6
立岡 宗一郎,2022,巨人,54,0.204,11,1,3,3,0.246,0.278,0.524,57
デラロサ,2022,巨人,30,0,0,0,0,0,0,0,0,1
戸郷 翔征,2022,巨人,25,0.098,5,0,5,0,0.115,0.118,0.233,56
戸田 懐生,2022,巨人,14,0,0,0,0,0,0,0,0,0
戸根 千明,2022,巨人,9,0,0,0,0,0,0,0,0,1
直江 大輔,2022,巨人,9,0,0,0,0,0,0,0,0,5
中島 宏之,2022,巨人,62,0.242,24,1,20,0,0.315,0.333,0.648,111
中田 翔,2022,巨人,109,0.269,91,24,68,0,0.327,0.506,0.833,375
中山 礼都,2022,巨人,50,0.198,26,0,3,3,0.234,0.206,0.44,142
畠 世周,2022,巨人,27,0,0,0,0,0,0,0,0,0
ビエイラ,2022,巨人,9,0,0,0,0,0,0,0,0,0
廣岡 大志,2022,巨人,28,0.18,9,0,4,0,0.293,0.28,0.573,60
平内 龍太,2022,巨人,53,0,0,0,0,0,0,0,0,0
ポランコ,2022,巨人,138,0.24,105,24,58,2,0.306,0.457,0.763,484
堀田 賢慎,2022,巨人,8,0.222,2,0,0,0,0.364,0.222,0.586,11
増田 大輝,2022,巨人,58,0.15,3,0,0,11,0.19,0.2,0.39,22
増田 陸,2022,巨人,69,0.25,35,5,16,2,0.318,0.4,0.718,156
松原 聖弥,2022,巨人,50,0.113,8,0,4,2,0.16,0.155,0.315,76
丸 佳浩,2022,巨人,143,0.272,143,27,65,6,0.37,0.49,0.86,607
メルセデス,2022,巨人,20,0.241,7,0,0,0,0.241,0.276,0.517,34
八百板 卓丸,2022,巨人,39,0.227,10,0,0,0,0.292,0.273,0.565,48
山口 俊,2022,巨人,1,0,0,0,0,0,0,0,0,0
山﨑 伊織,2022,巨人,20,0.231,6,0,6,0,0.31,0.269,0.579,33
山瀬 慎之助,2022,巨人,8,0.182,2,0,0,0,0.182,0.273,0.455,11
山本 一輝,2022,巨人,2,0,0,0,0,0,0,0,0,0
湯浅 大,2022,巨人,63,0.1,3,1,3,3,0.206,0.233,0.439,36
横川 凱,2022,巨人,1,0,0,0,0,0,0,0,0,0
吉川 尚輝,2022,巨人,132,0.277,143,7,31,16,0.329,0.38,0.709,567
若林 晃弘,2022,巨人,43,0.2,16,0,8,0,0.261,0.238,0.499,91
アルカンタラ,2022,阪神,39,0,0,0,0,0,0,0,0,0
青柳 晃洋,2022,阪神,24,0.14,7,0,2,0,0.157,0.14,0.297,54
秋山 拓巳,2022,阪神,5,0,0,0,1,0,0,0,0,9
石井 大智,2022,阪神,18,0,0,0,0,0,0,0,0,1
板山 祐太郎,2022,阪神,14,0.125,1,0,0,0,0.222,0.125,0.347,9
糸井 嘉男,2022,阪神,62,0.227,37,3,22,0,0.302,0.301,0.603,182
伊藤 将司,2022,阪神,20,0.121,4,0,5,0,0.171,0.152,0.323,46
糸原 健斗,2022,阪神,132,0.247,110,3,36,2,0.307,0.299,0.606,495
井上 広大,2022,阪神,2,0,0,0,0,0,0,0,0,5
岩崎 優,2022,阪神,57,0,0,0,0,0,0,0,0,0
岩貞 祐太,2022,阪神,53,0,0,0,0,0,0,0,0,0
ウィルカーソン,2022,阪神,14,0.067,1,0,1,0,0.067,0.067,0.134,18
植田 海,2022,阪神,57,0.25,3,0,1,4,0.357,0.25,0.607,14
梅野 隆太郎,2022,阪神,100,0.228,67,4,25,2,0.298,0.282,0.58,331
江越 大賀,2022,阪神,24,0,0,0,0,4,0.2,0,0.2,5
大山 悠輔,2022,阪神,124,0.267,117,23,87,0,0.358,0.469,0.827,510
小川 一平,2022,阪神,6,0,0,0,0,0,0,0,0,6
尾仲 祐哉,2022,阪神,1,0,0,0,0,0,0,0,0,0
小野 泰己,2022,阪神,5,0,0,0,0,0,0,0,0,0
小野寺 暖,2022,阪神,32,0.136,6,1,7,0,0.156,0.273,0.429,45
小幡 竜平,2022,阪神,49,0.188,13,1,5,0,0.208,0.246,0.454,73
及川 雅貴,2022,阪神,1,0,0,0,0,0,0,0,0,0
ガンケル,2022,阪神,16,0.292,7,0,2,0,0.32,0.375,0.695,27
加治屋 蓮,2022,阪神,39,0,0,0,0,0,0,0,0,0
片山 雄哉,2022,阪神,2,0,0,0,0,0,0,0,0,2
木浪 聖也,2022,阪神,41,0.204,19,1,6,0,0.253,0.28,0.533,101
桐敷 拓馬,2022,阪神,7,0,0,0,0,0,0,0,0,3
熊谷 敬宥,2022,阪神,63,0.156,7,0,3,7,0.152,0.156,0.308,52
ケラー,2022,阪神,34,0,0,0,0,0,0,0,0,0
小林 慶祐,2022,阪神,10,0,0,0,0,0,0,0,0,0
才木 浩人,2022,阪神,9,0.063,1,0,0,0,0.118,0.063,0.181,19
齋藤 友貴哉,2022,阪神,20,1,1,0,0,0,1,2,3,1
榮枝 裕貴,2022,阪神,1,1,1,0,1,0,1,1,2,1
坂本 誠志郎,2022,阪神,60,0.189,24,0,6,0,0.285,0.213,0.498,151
佐藤 輝明,2022,阪神,143,0.264,143,20,84,11,0.328,0.47,0.798,603
島田 海吏,2022,阪神,123,0.264,82,0,17,21,0.303,0.299,0.602,339
島本 浩也,2022,阪神,15,0,0,0,0,0,0,0,0,0
髙寺 望夢,2022,阪神,8,0.13,3,0,2,1,0.192,0.261,0.453,27
髙山 俊,2022,阪神,38,0.189,10,0,0,2,0.218,0.226,0.444,56
近本 光司,2022,阪神,132,0.293,154,3,34,30,0.352,0.352,0.704,580
豊田 寛,2022,阪神,5,0,0,0,0,0,0.125,0,0.125,9
長坂 拳弥,2022,阪神,27,0.175,7,0,1,0,0.175,0.25,0.425,46
中野 拓夢,2022,阪神,135,0.276,157,6,25,23,0.301,0.346,0.647,610
西 純矢,2022,阪神,14,0.231,6,1,4,0,0.231,0.385,0.616,26
西 勇輝,2022,阪神,23,0.048,2,0,0,0,0.07,0.048,0.118,49
馬場 皐輔,2022,阪神,7,0,0,0,0,0,0,0,0,0
浜地 真澄,2022,阪神,52,0,0,0,0,0,0,0,0,1
原口 文仁,2022,阪神,33,0.324,23,2,10,0,0.39,0.437,0.827,83
藤浪 晋太郎,2022,阪神,16,0,0,0,0,0,0,0,0,22
北條 史也,2022,阪神,32,0.186,8,1,7,0,0.217,0.279,0.496,48
マルテ,2022,阪神,33,0.256,23,1,11,0,0.324,0.3,0.624,102
森木 大智,2022,阪神,2,0,0,0,0,0,0,0,0,3
山本 泰寛,2022,阪神,86,0.249,45,2,15,3,0.29,0.304,0.594,203
湯浅 京己,2022,阪神,59,0,0,0,0,0,0,0,0,0
陽川 尚将,2022,阪神,45,0.294,20,1,6,0,0.351,0.426,0.777,75
ロドリゲス,2022,阪神,24,0.154,10,2,9,0,0.2,0.277,0.477,70
ロハス・ジュニア,2022,阪神,89,0.224,41,9,27,0,0.322,0.41,0.732,211
渡邉 雄大,2022,阪神,32,0,0,0,0,0,0,0,0,0
東 克樹,2022,DeNA,12,0.071,1,0,0,0,0.071,0.071,0.142,15
有吉 優樹,2022,DeNA,1,0,0,0,0,0,0,0,0,1
池谷 蒼大,2022,DeNA,6,0,0,0,0,0,0,0,0,0
石川 達也,2022,DeNA,3,0,0,0,0,0,0,0,0,1
石田 健大,2022,DeNA,15,0.167,4,0,1,0,0.2,0.167,0.367,29
伊勢 大夢,2022,DeNA,71,0,0,0,0,0,0,0,0,0
伊藤 光,2022,DeNA,40,0.277,26,0,8,0,0.34,0.351,0.691,103
伊藤 裕季也,2022,DeNA,7,0.077,1,0,0,0,0.077,0.077,0.154,13
今永 昇太,2022,DeNA,21,0.184,7,0,4,0,0.205,0.211,0.416,47
入江 大生,2022,DeNA,57,0,0,0,0,0,0,0,0,0
エスコバー,2022,DeNA,70,0,0,0,0,0,0,0,0,0
蝦名 達夫,2022,DeNA,61,0.247,39,3,8,6,0.316,0.329,0.645,181
オースティン,2022,DeNA,38,0.156,5,1,3,0,0.289,0.313,0.602,38
大田 泰示,2022,DeNA,62,0.278,40,5,18,0,0.309,0.465,0.774,153
大貫 晋一,2022,DeNA,24,0.03,1,0,0,0,0.03,0.03,0.06,44
ガゼルマン,2022,DeNA,4,0,0,0,0,0,0,0,0,6
梶原 昂希,2022,DeNA,6,0.267,4,1,2,0,0.267,0.467,0.734,15
神里 和毅,2022,DeNA,81,0.189,18,1,10,6,0.274,0.326,0.6,107
上茶谷 大河,2022,DeNA,13,0.2,3,0,1,0,0.294,0.2,0.494,20
京山 将弥,2022,DeNA,17,0.111,1,1,1,0,0.2,0.444,0.644,12
クリスキー,2022,DeNA,18,0,0,0,0,0,0,0,0,0
楠本 泰史,2022,DeNA,94,0.252,71,6,26,6,0.322,0.362,0.684,327
倉本 寿彦,2022,DeNA,44,0.173,9,1,2,0,0.189,0.231,0.42,54
桑原 将志,2022,DeNA,130,0.257,122,4,39,13,0.322,0.354,0.676,529
阪口 皓亮,2022,DeNA,1,0,0,0,0,0,0,0,0,1
坂本 裕哉,2022,DeNA,15,0.091,1,0,0,0,0.091,0.091,0.182,12
佐野 恵太,2022,DeNA,133,0.306,161,22,72,2,0.362,0.49,0.852,574
柴田 竜拓,2022,DeNA,96,0.195,33,0,1,1,0.284,0.237,0.521,198
砂田 毅樹,2022,DeNA,15,0,0,0,0,0,0,0,0,0
関根 大気,2022,DeNA,104,0.254,51,1,13,5,0.293,0.313,0.606,225
ソト,2022,DeNA,117,0.266,98,17,49,0,0.342,0.473,0.815,412
田中 健二朗,2022,DeNA,47,0,0,0,0,0,0,0,0,0
田中 俊太,2022,DeNA,19,0.158,3,0,1,0,0.158,0.158,0.316,19
田部 隼人,2022,DeNA,3,0,0,0,0,0,0,0,0,5
知野 直人,2022,DeNA,16,0.154,2,0,0,1,0.214,0.154,0.368,14
戸柱 恭孝,2022,DeNA,72,0.264,38,4,16,0,0.28,0.382,0.662,151
中川 虎大,2022,DeNA,8,0,0,0,0,0,0,0,0,0
濵口 遥大,2022,DeNA,19,0.1,3,0,1,0,0.1,0.1,0.2,34
ピープルズ,2022,DeNA,3,0,0,0,0,0,0,0,0,0
平田 真吾,2022,DeNA,47,0,0,0,0,0,0,0,0,0
藤田 一也,2022,DeNA,33,0.25,9,0,5,0,0.325,0.25,0.575,40
細川 成也,2022,DeNA,18,0.053,1,1,1,0,0.1,0.211,0.311,20
牧 秀悟,2022,DeNA,135,0.291,148,24,87,3,0.354,0.507,0.861,568
益子 京右,2022,DeNA,1,0,0,0,0,0,0.5,0,0.5,2
三浦 銀二,2022,DeNA,6,0,0,0,0,0,0,0,0,1
三上 朋也,2022,DeNA,19,0,0,0,0,0,0,0,0,1
三嶋 一輝,2022,DeNA,13,0,0,0,0,0,0,0,0,0
嶺井 博希,2022,DeNA,93,0.205,50,5,30,0,0.237,0.295,0.532,262
宮國 椋丞,2022,DeNA,17,0,0,0,0,0,0,0,0,1
宮﨑 敏郎,2022,DeNA,122,0.3,130,16,50,0,0.365,0.47,0.835,482
宮本 秀明,2022,DeNA,29,0.139,5,1,2,0,0.184,0.333,0.517,39
森 敬斗,2022,DeNA,61,0.234,36,2,6,5,0.293,0.292,0.585,168
森原 康平,2022,DeNA,6,0,0,0,0,0,0,0,0,0
山﨑 康晃,2022,DeNA,56,0,0,0,0,0,0,0,0,0
山下 幸輝,2022,DeNA,12,0.083,1,0,1,0,0.083,0.083,0.166,12
大和,2022,DeNA,91,0.247,64,1,18,1,0.277,0.309,0.586,277
山本 祐大,2022,DeNA,17,0.103,3,0,1,0,0.156,0.138,0.294,32
ロメロ,2022,DeNA,23,0.043,1,0,0,0,0.12,0.043,0.163,30
アンダーソン,2022,広島,13,0.071,1,0,0,0,0.071,0.071,0.142,17
會澤 翼,2022,広島,98,0.207,60,3,33,0,0.276,0.272,0.548,325
秋山 翔吾,2022,広島,44,0.265,41,5,26,0,0.333,0.413,0.746,174
石原 貴規,2022,広島,9,0.154,2,0,0,0,0.214,0.154,0.368,16
磯村 嘉孝,2022,広島,43,0.237,27,3,15,0,0.293,0.36,0.653,126
一岡 竜司,2022,広島,10,0,0,0,0,0,0,0,0,0
上本 崇司,2022,広島,94,0.307,80,2,18,2,0.376,0.372,0.748,300
宇草 孔基,2022,広島,45,0.205,18,1,6,0,0.278,0.261,0.539,98
遠藤 淳志,2022,広島,20,0.067,2,0,4,0,0.067,0.067,0.134,32
大瀬良 大地,2022,広島,23,0.154,6,0,2,0,0.195,0.154,0.349,48
大道 温貴,2022,広島,3,0,0,0,0,0,0.5,0,0.5,3
大盛 穂,2022,広島,52,0.203,14,1,3,0,0.276,0.333,0.609,76
菊池 保則,2022,広島,8,0,0,0,0,0,0,0,0,0
菊池 涼介,2022,広島,123,0.262,121,6,45,2,0.3,0.359,0.659,522
九里 亜蓮,2022,広島,26,0.029,1,0,0,0,0.056,0.029,0.085,44
栗林 良吏,2022,広島,48,0,0,0,0,0,0,0,0,0
黒原 拓未,2022,広島,12,0,0,0,0,0,0,0,0,0
ケムナ 誠,2022,広島,43,0,0,0,0,0,0,0,0,0
コルニエル,2022,広島,12,0,0,0,0,0,0,0,0,0
小園 海斗,2022,広島,127,0.266,126,7,38,2,0.3,0.362,0.662,511
小林 樹斗,2022,広島,1,0,0,0,0,0,0,0,0,0
坂倉 将吾,2022,広島,143,0.288,155,16,68,2,0.352,0.421,0.773,599
島内 颯太郎,2022,広島,22,0,0,0,0,0,0,0,0,0
白濱 裕太,2022,広島,4,0,0,0,0,0,0,0,0,6
末包 昇大,2022,広島,31,0.299,23,2,14,0,0.3,0.442,0.742,80
曽根 海成,2022,広島,44,0,0,0,0,4,0,0,0,7
ターリー,2022,広島,45,0,0,0,0,0,0,0,0,0
田中 広輔,2022,広島,41,0.2,8,0,1,0,0.267,0.275,0.542,45
玉村 昇悟,2022,広島,9,0.273,3,0,1,0,0.273,0.364,0.637,12
長野 久義,2022,広島,58,0.211,26,3,15,2,0.269,0.325,0.594,134
堂林 翔太,2022,広島,101,0.243,62,8,28,1,0.279,0.4,0.679,274
床田 寛樹,2022,広島,17,0.188,6,0,2,0,0.188,0.219,0.407,38
中﨑 翔太,2022,広島,28,0,0,0,0,0,0,0,0,0
中村 健人,2022,広島,63,0.24,29,3,10,0,0.285,0.339,0.624,137
中村 奨成,2022,広島,27,0.193,11,0,5,0,0.207,0.228,0.435,58
西川 龍馬,2022,広島,97,0.315,123,10,53,2,0.366,0.456,0.822,424
韮澤 雄也,2022,広島,7,0.1,1,0,0,0,0.182,0.1,0.282,12
野間 峻祥,2022,広島,85,0.312,99,0,16,7,0.347,0.397,0.744,338
野村 祐輔,2022,広島,9,0.091,1,0,2,0,0.091,0.091,0.182,12
羽月 隆太郎,2022,広島,44,0.245,23,0,10,2,0.276,0.34,0.616,99
フランスア,2022,広島,3,0,0,0,0,0,0,0,0,0
藤井 黎來,2022,広島,12,0,0,0,0,0,0,0,0,0
塹江 敦哉,2022,広島,26,0,0,0,0,0,0,0,0,0
マクブルーム,2022,広島,128,0.272,122,17,74,0,0.352,0.442,0.794,508
松本 竜也,2022,広島,50,0,0,0,0,0,0,0,0,0
松山 竜平,2022,広島,88,0.217,33,2,23,0,0.265,0.303,0.568,166
三好 匠,2022,広島,10,0,0,0,0,0,0,0,0,2
持丸 泰輝,2022,広島,5,0,0,0,0,0,0,0,0,6
森 翔平,2022,広島,8,0,0,0,0,0,0,0,0,2
森浦 大輔,2022,広島,51,0,0,0,0,0,0,0,0,0
森下 暢仁,2022,広島,27,0.19,11,0,7,0,0.203,0.259,0.462,65
矢崎 拓也,2022,広島,47,0,0,0,0,0,0,0,0,0
矢野 雅哉,2022,広島,55,0.194,13,2,5,0,0.28,0.284,0.564,78
薮田 和樹,2022,広島,18,0,0,0,0,0,0,0,0,0
青木 宣親,2022,ヤクルト,81,0.248,55,5,22,3,0.336,0.36,0.696,256
赤羽 由紘,2022,ヤクルト,10,0.1,1,0,0,0,0.182,0.1,0.282,12
荒木 貴裕,2022,ヤクルト,47,0.136,3,0,0,0,0.321,0.182,0.503,28
石川 雅規,2022,ヤクルト,16,0.1,2,0,0,0,0.182,0.1,0.282,26
石山 泰稚,2022,ヤクルト,38,0,0,0,0,0,0,0,0,0
市川 悠太,2022,ヤクルト,6,0,0,0,0,0,0,0,0,1
内川 聖一,2022,ヤクルト,7,0.25,4,0,1,0,0.294,0.375,0.669,17
内山 壮真,2022,ヤクルト,74,0.232,41,4,19,0,0.299,0.362,0.661,197
梅野 雄吾,2022,ヤクルト,41,0,0,0,0,0,0,0,0,0
